M,34.36469227798016, 636.0078615866316
S,-34.36469227798016, 0.0
S,-145.35345636538327, 174.29000789488762
S,0.10652362775576307, 139.78298976628017
S,0.15065060409892794, 109.07741898303252
S,0.22333690847938215, 82.17361369685524
S,0.352217553550048, 59.07219830004634
S,0.6046563038582633, 39.774542260093945
S,1.1747993149312492, 24.284159198951073
S,2.7818274620814805, 12.612506967292433
S,9.456219289134594, 4.816080148834738
S,51.27187392956458, 1.370128461130561
S,79.23135137192898, 0.0
S,70.16176068535388, 3.6155677285870302
S,-2.7722786326943805, 3.3006923516135225
S,-2.4995282347893095, 3.0469542169189254
S,-2.0034022681477595, 2.8502227983089305
S,-1.2790676568972899, 2.7065716321575524
S,-0.3596822105155937, 2.6131838817809965
S,0.6810231884978251, 2.569235294791039
S,1.734868254735595, 2.576418056139182
S,2.6758475695934507, 2.6388198119613984
S,3.388474904748165, 2.762087978323644
S,-69.72801559988459, 0.0
S,120.30268072048801, 1.9620744124522915
S,9.223556704848818, 1.8383753697218657
S,12.704707729664591, 1.707810293914403
S,17.07360411093518, 1.635537832029574
S,20.226372961184126, 1.7100573089811923
S,-340.66054837704155, 1.9973522473514769
S,15.23920264785167, 2.500100797967954
S,10.941307839946319, 3.184810198426273
S,7.754228026453802, 4.019664662630453
S,5.616003905159658, 4.984036115438969
